personid,vehicleid,crashid,personinvolvementcd,sex,dob,personalinjurylevel,seatlocationcd,transportedind,ejectionind,airbagcd,alcoholuseind,pedestrianlocationcd,pedestriantype,pedestrianschoolinfoind,ageatcrash,contribcirccd1,contribcirccd2,contribcirccd3,contribcirccd4,contribcirccd5,contribcirccd6,contribcirccd7,contribcirccd8,contribcirccd9,contribcirccd10,contribcirccd11,contribcirccd12,distractioncd1,distractioncd2,distractioncd3,distractioncd4,pedestrianactioncd1,pedestrianactioncd2,pedestrianactioncd3,pedestrianactioncd4,pedestrianactioncd5,safetydevicecd1,safetydevicecd2
0130045566V1P1I01   ,0130045566V1 ,130045566,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,33,,,,,,,,,,,,,,,,,,,,,,
0130042061V1P1I01   ,0130042061V1 ,130042061,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130007741V1P1I01   ,2130007741V1 ,2130007741,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130042185V3P1I01   ,0130042185V3 ,130042185,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130061970V1P1I01   ,0130061970V1 ,130061970,1,U,0001-01-01,U,FL,U ,U ,9,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130026137V2P3I01   ,3130026137V2 ,3130026137,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130032234V1P1I01   ,0130032234V1 ,130032234,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130027306V1P1I01   ,2130027306V1 ,2130027306,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130071017V1P2I01   ,0130071017V1 ,130071017,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130015754V1P1I01   ,0130015754V1 ,130015754,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130017767V1P1I01   ,0130017767V1 ,130017767,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130012989V1P1I01   ,3130012989V1 ,3130012989,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,32,,,,,,,,,,,,,,,,,,,,,U ,
0130015818V1P1I01   ,0130015818V1 ,130015818,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,4,5,,,,,,,,,,,,,,,,,,,,2,
0130058928V1P1I01   ,0130058928V1 ,130058928,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130000366V1P1I01   ,2130000366V1 ,2130000366,1,U,2/8/52,5,FL,1,2,3,N ,NA,N ,  ,60,22,,,,,,,,,,,,,,,,,,,,,5,
2130035893V2P2I01   ,2130035893V2 ,2130035893,1,U,0001-01-01,U,XX,U ,U ,U ,Y ,NA,N ,  ,999,18,19,,,,,,,,,,,,,,,,,,,,U ,
3130006997V2P3I01   ,3130006997V2 ,3130006997,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,32,,,,,,,,,,,,,,,,,,,,,U ,
0130069182V1P1I01   ,0130069182V1 ,130069182,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130022280V1P1I01   ,0130022280V1 ,130022280,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130054065V1P1I01   ,0130054065V1 ,130054065,1,U,0001-01-01,5,FL,1,2,3,N ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130052990V1P1I01   ,0130052990V1 ,130052990,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
3130006101V2P3I01   ,3130006101V2 ,3130006101,1,U,0001-01-01,U,XX,1,2,U ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130077321V1P1I01   ,0130077321V1 ,130077321,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130017892V1P1I01   ,0130017892V1 ,130017892,1,U,0001-01-01,5,FL,1,2,3,Y ,NA,  ,  ,999,5,18,,,,,,,,,,,,,,,,,,,,U ,
2130030953V1P1I01   ,2130030953V1 ,2130030953,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130034385V1P1I01   ,0130034385V1 ,130034385,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130016437V1P1I01   ,0130016437V1 ,130016437,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
3130014480V2P3I01   ,3130014480V2 ,3130014480,1,U,0001-01-01,U,FL,U ,U ,1,N ,NA,  ,  ,999,33,,,,,,,,,,,,,,,,,,,,,U ,
0130034866V1P1I01   ,0130034866V1 ,130034866,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130042071V1P1I01   ,0130042071V1 ,130042071,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130054056V1P1I01   ,0130054056V1 ,130054056,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130058090V1P1I01   ,0130058090V1 ,130058090,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130046635V1P1I01   ,0130046635V1 ,130046635,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130024403V1P1I01   ,0130024403V1 ,130024403,1,U,0001-01-01,5,FL,NA,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130064309V1P1I01   ,0130064309V1 ,130064309,1,U,0001-01-01,2,FL,2,U ,9,U ,NA,  ,  ,999,4,,,,,,,,,,,,,,,,,,,,,U ,
0130035445V1P1I01   ,0130035445V1 ,130035445,1,U,0001-01-01,U,FL,1,2,5,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130038610V1P1I01   ,0130038610V1 ,130038610,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130023816V1P1I01   ,2130023816V1 ,2130023816,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,30,,,,,,,,,,,,,,,,,,,,,U ,
2130028623V2P3I01   ,2130028623V2 ,2130028623,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130083310V1P1I01   ,0130083310V1 ,130083310,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130014183V1P1I01   ,2130014183V1 ,2130014183,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
3130007285V1P1I01   ,3130007285V1 ,3130007285,1,U,0001-01-01,U,FL,NA,U ,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130030277V1P1I01   ,2130030277V1 ,2130030277,1,U,9/19/88,5,FL,1,2,3,N ,NA,N ,  ,25,17,,,,,,,,,,,,,,,,,,,,,2,
0130061719V1P1I01   ,0130061719V1 ,130061719,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130054592V1P1I01   ,0130054592V1 ,130054592,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130060517V1P2I01   ,0130060517V1 ,130060517,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130022467V1P1I01   ,0130022467V1 ,130022467,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130072019V1P1I01   ,0130072019V1 ,130072019,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,4,,,,,,,,,,,,,,,,,,,,,U ,
0130018812V1P1I01   ,0130018812V1 ,130018812,1,U,0001-01-01,U,FL,1,U ,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130033564V1P1I01   ,2130033564V1 ,2130033564,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130076288V1P1I01   ,0130076288V1 ,130076288,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130072265V1P1I01   ,0130072265V1 ,130072265,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130013877V1P1I01   ,0130013877V1 ,130013877,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,,
2130003162V1P1I01   ,2130003162V1 ,2130003162,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130016829V1P1I01   ,2130016829V1 ,2130016829,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130010114V1P1I01   ,0130010114V1 ,130010114,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,7,4,,,,,,,,,,,,,,,,,,,,,
3130008073V1P1I01   ,3130008073V1 ,3130008073,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130007612V2P3I01   ,3130007612V2 ,3130007612,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130017451V1P1I01   ,0130017451V1 ,130017451,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130014109V2P3I01   ,2130014109V2 ,2130014109,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130019447V1P1I01   ,3130019447V1 ,3130019447,1,U,0001-01-01,U,FL,U ,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130037036V1P1I01   ,0130037036V1 ,130037036,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130026103V2P2I01   ,2130026103V2 ,2130026103,1,U,5/25/51,4,FL,1,2,3,N ,NA,N ,  ,62,22,,,,,,,,,,,,,,,,,,,,,5,
0130023181V1P1I01   ,0130023181V1 ,130023181,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,5,13,,,,,,,,,,,,,,,,,,,,,
0130044170V1P1I01   ,0130044170V1 ,130044170,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130060107V1P1I01   ,0130060107V1 ,130060107,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130015316V1P1I01   ,0130015316V1 ,130015316,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130022558V1P1I01   ,0130022558V1 ,130022558,1,U,0001-01-01,U,FL,U ,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130015162V1P1I01   ,0130015162V1 ,130015162,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130029472V1P1I01   ,0130029472V1 ,130029472,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130046481V1P1I01   ,0130046481V1 ,130046481,1,U,0001-01-01,U,FL,U ,2,10,U ,NA,  ,  ,999,33,,,,,,,,,,,,,,,,,,,,,U ,
2130004734V1P1I01   ,2130004734V1 ,2130004734,1,U,0001-01-01,U,XX,1,2,U ,N ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,U ,
0130030423V1P1I01   ,0130030423V1 ,130030423,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130027948V1P1I01   ,0130027948V1 ,130027948,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130013817V1P1I01   ,0130013817V1 ,130013817,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,,
2130003392V1P1I01   ,2130003392V1 ,2130003392,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130028126V1P1I01   ,0130028126V1 ,130028126,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130064458V1P2I01   ,0130064458V1 ,130064458,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130016486V1P1I01   ,2130016486V1 ,2130016486,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130012145V1P1I01   ,0130012145V1 ,130012145,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130027912V1P1I01   ,0130027912V1 ,130027912,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130003288V1P1I01   ,3130003288V1 ,3130003288,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
2130005218V1P1I01   ,2130005218V1 ,2130005218,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130035823V2P3I01   ,2130035823V2 ,2130035823,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130057649V1P1I01   ,0130057649V1 ,130057649,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
2130002122V1P1I01   ,2130002122V1 ,2130002122,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130011893V1P1I01   ,0130011893V1 ,130011893,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130018958V1P1I01   ,3130018958V1 ,3130018958,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,13,8,,,,,,,,,,,,,,,,,,,,U ,
0130059471V1P1I01   ,0130059471V1 ,130059471,1,U,0001-01-01,U,FL,1,2,5,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130047207V1P1I01   ,0130047207V1 ,130047207,1,U,0001-01-01,U,FL,1,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130065703V1P1I01   ,0130065703V1 ,130065703,1,U,0001-01-01,U,XX,U ,U ,10,U ,NA,  ,  ,999,12,,,,,,,,,,,,,,,,,,,,,U ,
0130050105V1P1I01   ,0130050105V1 ,130050105,1,U,0001-01-01,U,FL,NA,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130024130V1P1I01   ,0130024130V1 ,130024130,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130045860V1P1I01   ,0130045860V1 ,130045860,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,4,17,8,,,,,,,,,,,,,,,,,,,,
0130062326V1P1I01   ,0130062326V1 ,130062326,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130055194V1P1I01   ,0130055194V1 ,130055194,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130011315V1P1I01   ,0130011315V1 ,130011315,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130049616V1P1I01   ,0130049616V1 ,130049616,1,U,0001-01-01,U,FL,U ,U ,5,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130014870V1P1I01   ,0130014870V1 ,130014870,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,,
0130018837V1P1I01   ,0130018837V1 ,130018837,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130010506V1P1I01   ,2130010506V1 ,2130010506,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130038503V1P1I01   ,0130038503V1 ,130038503,1,U,0001-01-01,U,XX,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130012567V3P1I01   ,0130012567V3 ,130012567,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130067745V1P1I01   ,0130067745V1 ,130067745,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130071967V1P1I01   ,0130071967V1 ,130071967,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130018688V1P1I01   ,0130018688V1 ,130018688,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130079122V1P1I01   ,0130079122V1 ,130079122,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130062189V1P1I01   ,0130062189V1 ,130062189,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130034936V1P1I01   ,2130034936V1 ,2130034936,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
3130010826V1P1I01   ,3130010826V1 ,3130010826,1,U,0001-01-01,U,FL,U ,U ,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130015132V1P1I01   ,0130015132V1 ,130015132,1,U,0001-01-01,U,XX,U ,2,10,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130081547V1P1I01   ,0130081547V1 ,130081547,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130086747V1P1I01   ,0130086747V1 ,130086747,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
2130013033V1P1I01   ,2130013033V1 ,2130013033,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130067175V2P1I01   ,0130067175V2 ,130067175,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130041511V1P1I01   ,0130041511V1 ,130041511,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130055086V1P1I01   ,0130055086V1 ,130055086,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,,
3130017769V2P3I01   ,3130017769V2 ,3130017769,1,U,0001-01-01,U,FL,1,2,U ,N ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130042908V1P1I01   ,0130042908V1 ,130042908,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130075788V1P1I01   ,0130075788V1 ,130075788,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130018549V1P1I01   ,0130018549V1 ,130018549,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130035312V1P1I01   ,2130035312V1 ,2130035312,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,33,,,,,,,,,,,,,,,,,,,,,U ,
0130076752V1P1I01   ,0130076752V1 ,130076752,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130018104V1P1I01   ,0130018104V1 ,130018104,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130023099V1P1I01   ,0130023099V1 ,130023099,1,U,0001-01-01,U,FL,1,U ,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
3130027232V2P3I01   ,3130027232V2 ,3130027232,1,U,0001-01-01,5,XX,NA,U ,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130041828V1P1I01   ,0130041828V1 ,130041828,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130062113V1P1I01   ,0130062113V1 ,130062113,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130033193V1P1I01   ,2130033193V1 ,2130033193,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130016911V1P1I01   ,2130016911V1 ,2130016911,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130056466V1P2I01   ,0130056466V1 ,130056466,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130025542V2P3I01   ,2130025542V2 ,2130025542,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130043792V1P1I01   ,0130043792V1 ,130043792,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130024322V2P3I01   ,2130024322V2 ,2130024322,1,U,7/18/44,5,FL,1,2,3,N ,NA,N ,  ,69,22,,,,,,,,,,,,,,,,,,,,,5,
0130011834V1P1I01   ,0130011834V1 ,130011834,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130040455V1P1I01   ,0130040455V1 ,130040455,1,U,0001-01-01,5,FL,1,2,10,N ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130018170V1P1I01   ,2130018170V1 ,2130018170,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,6,,,,,,,,,,,,,,,,,,,,,U ,
0130016313V4P1I01   ,0130016313V4 ,130016313,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130012881V1P1I01   ,2130012881V1 ,2130012881,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130035687V2P3I01   ,2130035687V2 ,2130035687,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,5,9,,,,,,,,,,,,,,,,,,,,U ,
0130070901V1P1I01   ,0130070901V1 ,130070901,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130029471V1P1I01   ,2130029471V1 ,2130029471,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130031096V1P1I01   ,0130031096V1 ,130031096,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130076868V1P1I01   ,0130076868V1 ,130076868,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
3130016034V1P1I01   ,3130016034V1 ,3130016034,1,U,0001-01-01,3,FL,U ,U ,3,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130031886V1P1I01   ,0130031886V1 ,130031886,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130004042V2P3I01   ,2130004042V2 ,2130004042,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130025855V1P1I01   ,2130025855V1 ,2130025855,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130011652V2P3I01   ,3130011652V2 ,3130011652,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130006721V3P5I01   ,3130006721V3 ,3130006721,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130026662V1P1I01   ,0130026662V1 ,130026662,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
